DP1	DP2	DPtotal
9408	181	9697
10275	725	11122
11167	111	11318
10614	1280	11921
11670	374	12321
12132	671	12817
13392	183	13593
13576	298	13884
13598	353	14036
14061	757	14873
14641	234	14896
15155	230	15395
15077	421	15530
12552	1582	14266
12877	714	13660
13303	195	13511
12523	766	13344
13203	239	13552
11813	1196	13206
12716	256	12989
12250	234	12487
12114	154	12270
9769	184	9974
8681	471	9357
9003	149	9164
8519	223	8785
7737	104	7857
6799	508	7446
6515	211	6747
6298	47	6350
5368	291	5660
5941	83	6033
6385	65	6455
5125	1867	6994
6584	320	6908
5389	1494	6885
5999	964	6968
6798	180	6982
6003	385	6390
7354	90	7447
6688	911	7731
6565	1437	8006
4161	4031	8194
8274	78	8363
8765	193	8961
9787	455	10255
10715	386	11400
11669	269	11942
11946	162	12113
11904	308	12295
8967	3110	12349
12185	114	12365
9600	2040	11656
6959	3939	10903
10546	196	10755
10417	152	10574
10313	189	10504
4970	5052	10105
7452	1947	9479
9111	93	9210
5763	2642	8411
8127	128	8276
5109	2080	7193
3622	313	3942
3897	326	4225
3944	336	4283
5092	83	5177
5205	166	5372
5457	91	5551
5352	545	5901
155	5917	6075
5152	1069	6225
6620	90	6757
869	5904	6776
6807	135	6944
6745	136	6894
6703	203	6912
6865	64	6933
6369	516	6886
6523	291	6817
6384	477	6866
6453	275	6800
6575	93	6889
6564	141	6839
6188	263	6649
3979	1982	6491
5834	486	6457
5620	646	6399
5293	155	5550
5145	437	5688
4846	508	5624
4990	159	5439
5113	62	5372
2909	1845	4957
5019	130	5156
5741	69	5815
5575	276	5852
5744	89	5833
6024	143	6169
6675	232	6913
3134	3464	6603
6218	277	6497
5178	305	5486
5419	76	5496
5813	94	5916
5771	101	5880
6450	54	6509
317	6342	6665
6365	362	6747
309	6444	6760
5884	914	6800
6282	297	6812
6579	288	6874
6589	288	6878
6583	291	6888
5732	967	6700
6449	297	6748
6510	291	6809
7370	110	7488
5938	1121	7295
6259	365	6912
5817	333	6211
6111	110	6222
5128	317	5480
5431	94	5550
5438	101	5564
5248	274	5552
5372	96	5503
3936	43	3980
6442	107	6560
6512	108	6623
5990	503	6497
2520	3361	5885
5888	55	5950
6215	138	6356
6044	135	6180
6222	159	6389
6286	85	6378
6361	153	6610
6908	382	7300
7384	181	7572
7306	503	7823
5801	1952	7759
7497	161	7757
7668	62	7738
8761	204	8968
543	8383	8938
8533	79	8614
7121	222	7350
6858	232	7093
117	5539	5659
4970	530	5502
5209	167	5495
5545	74	5619
5660	270	5932
6083	115	6204
3901	2306	6214
6681	244	6933
6746	136	6992
6588	292	6884
6156	353	6510
5987	321	6318
8162	121	8309
7984	127	8112
7797	360	8161
7108	150	7260
6573	164	6740
6040	461	6721
6475	233	6711
6088	598	6689
1921	4670	6594
5351	458	5812
3906	1783	5691
2662	2392	5056
5166	100	5277
5153	138	5297
4961	140	5104
4784	123	4908
5016	2019	7069
914	5712	6849
1034	3950	6804
6811	73	7003
7105	115	7228
4726	2662	7395
7242	82	7331
7159	292	7457
7286	278	7568
7355	56	7411
4573	2698	7274
7144	96	7243
4941	2284	7226
3564	3437	7005
3326	3667	6995
6728	78	6809
6710	63	6774
6544	134	6682
668	5543	6211
3015	3116	6132
5902	206	6109
6039	123	6167
711	4820	5538
3872	1698	5573
3822	1695	5529
2547	3098	5645
5501	75	5580
673	4900	5576
2697	2935	5637
4351	1384	5735
5646	67	5713
5468	186	5655
429	3955	4411
2933	1826	4760
4678	181	4861
4820	108	4929
4716	283	5001
4855	182	5039
4892	375	5293
4149	1117	5267
4885	383	5271
4961	375	5336
4164	1098	5325
5017	374	5397
5064	331	5399
3343	2028	5589
5224	270	5497
5505	59	5603
3624	2037	5665
5225	277	5504
4676	627	5582
5264	100	5429
4720	556	5278
4913	112	5106
4833	156	5106
4969	52	5026
4529	368	4899
4786	99	4889
3759	1132	4891
4370	52	4467
14699	334	15037
14930	556	15498
15586	364	15950
15552	295	15863
15618	313	15939
15333	412	15756
14926	294	15229
13547	310	13865
10597	2349	12948
11917	464	12385
9057	229	9302
5449	3449	8906
8188	141	8354
6722	946	7672
8260	245	8511
8374	98	8473
7499	1130	8632
8316	360	8686
7781	851	8635
8228	330	8560
8256	171	8433
8283	211	8496
6437	51	6493
7212	83	7299
8716	246	8965
7026	75	7104
2689	3163	5856
5890	98	5992
4198	2295	6494
6267	321	6594
6781	106	6892
5866	481	6348
5663	287	5951
5720	145	5870
5275	524	5809
3167	2547	5715
5365	312	5692
4145	110	4255
4007	550	4558
4603	307	4910
4218	126	4347
4268	24	4293
3910	86	3998
3737	149	3899
3784	37	3824
6300	528	6843
6772	60	6836
1955	4741	6701
3979	1900	6018
4183	96	4392
4098	41	4203
1108	3364	4662
4727	252	4994
4945	132	5089
4836	119	4963
5427	139	5568
5878	349	6231
6269	163	6590
120	6697	6820
6234	633	7146
6980	216	7272
6934	219	7222
5675	1518	7264
5984	1344	7657
7191	220	7738
5946	1394	7667
6803	548	7677
7438	214	7916
7523	229	7907
6696	1603	8399
8475	195	8672
8667	109	8781
8363	166	8534
8228	158	8391
7895	177	8075
7944	81	8030
7426	170	7601
7297	78	7383
6675	298	6975
6526	126	6653
5814	749	6564
6133	135	6268
5496	120	5691
5501	59	5642
4146	191	4337
3936	111	4051
3845	306	4157
3929	115	4047
3680	192	3997
5225	164	5393
5196	115	5315
6127	120	6252
6204	511	6718
6989	144	7223
6313	887	7201
2127	5049	7177
5243	1970	7216
4716	2546	7269
6508	700	7296
7073	182	7260
3976	3288	7268
728	5836	6570
2565	3852	6418
5429	1002	6432
4563	751	6157
6108	67	6177
5790	61	5853
7136	160	7300
5311	2821	8140
7662	1139	8811
8568	183	8755
8132	193	8328
7409	823	8235
7188	466	7664
5757	609	6366
4823	395	5232
5197	461	5660
5622	75	5704
4254	1627	5883
5776	99	5879
5563	351	5915
5550	347	5900
5813	139	5954
5213	411	5941
4465	987	5524
1177	4027	5395
5219	143	5364
5222	86	5311
431	4698	5130
4488	467	4957
3329	1378	4812
7912	180	8098
6731	1305	8042
7838	139	8060
7729	232	7964
7939	97	8052
7589	251	7842
7371	163	7540
7149	153	7306
7378	289	7670
8678	183	8863
8822	142	8967
9012	116	9133
8762	173	8936
4383	31	4414
3275	1175	4454
4840	507	5352
5293	664	5958
6222	190	6417
6368	150	6526
6333	2030	8384
8280	279	8560
8164	399	8569
7715	1054	8775
8479	258	8835
8490	351	8842
8302	583	8889
8603	293	8898
7518	1263	8785
8149	819	8970
6662	1831	9385
6400	3090	9494
9300	275	9579
9424	78	9507
9399	276	9697
1144	8409	9562
9302	236	9541
7646	1759	9410
8139	757	8900
6794	1696	8736
7947	667	8614
7862	186	8063
1415	6662	8092
1891	6125	8057
2693	4997	7693
7539	143	7689
5428	56	5484
5778	68	5849
5779	68	5850
5741	62	5809
5400	469	5871
5876	109	5989
5383	225	5613
5650	51	5701
2960	2647	5668
5259	50	5310
5732	99	5841
5783	59	5845
5643	149	5794
5356	298	5800
5337	266	5607
4717	579	5442
5135	92	5444
5297	78	5376
6678	296	6979
5518	1985	7504
2750	4713	7469
6994	476	7471
6511	81	6651
6800	201	7007
6169	867	7038
7133	56	7190
6718	300	7020
6924	116	7042
7025	57	7087
6221	256	6479
6003	263	6267
5649	188	5840
5622	188	5954
5874	222	6097
5489	773	6314
6448	164	6623
6433	182	6696
6955	340	7465
7274	167	7446
7377	106	7489
7197	237	7449
7042	174	7220
6457	695	7156
6853	313	7169
6996	132	7134
6125	158	6287
6093	43	6140
5908	108	6017
5972	133	6107
5515	133	5653
5768	74	5848
6094	411	6510
5893	449	6346
5571	771	6366
5636	1934	7572
7435	169	7614
3937	143	4084
4118	133	4256
3977	46	4036
4029	316	4349
4386	51	4437
4360	57	4418
4204	135	4343
4022	167	4193
3696	340	4202
4147	56	4205
3966	45	4110
4046	168	4216
3641	151	3923
5366	390	5766
5324	138	5879
4680	1746	6430
5924	623	6548
3735	2886	6701
6130	702	6836
7411	676	8090
6419	3365	9786
13112	5482	18611
18307	558	18903
17338	1198	18554
17399	281	17689
17190	311	17506
10408	248	10669
9608	523	10163
7988	341	9857
6405	1914	9841
9216	223	9441
8675	208	8889
8023	287	8322
7500	462	7963
6930	166	7122
6527	371	6901
4937	1355	6295
6109	90	6200
5618	165	5785
5572	157	5731
5001	281	5339
4214	235	4510
3329	232	3594
5375	56	5431
5103	318	5424
5880	371	6311
6217	174	6398
9201	408	9610
9288	236	9527
9513	69	9582
8800	184	8991
6874	173	7054
5511	1681	7193
7206	167	7378
6279	1293	7578
5918	1671	7594
9798	488	10292
9646	431	10078
10665	205	10888
10746	190	10940
10874	225	11104
11136	165	11305
10714	332	11050
10671	199	10876
10735	252	11003
10535	107	10649
4673	5845	10525
8340	2123	10469
10158	346	10506
8080	1503	9587
8692	868	9561
8565	171	8744
6450	1342	7801
7323	443	7774
7479	246	7727
7293	232	7529
7373	141	7517
4595	92	4705
4592	50	4695
4520	121	4716
4590	52	4735
4583	50	4750
4555	114	4797
4600	75	4797
4417	206	4805
4590	100	4822
4612	78	4801
4601	105	4814
4620	83	4834
4610	114	4813
4590	121	4800
4613	126	4809
4579	128	4806
4487	187	4815
4640	65	4780
4493	192	4744
4473	160	4719
4593	84	4727
5767	216	5986
6971	150	7126
6482	683	7168
6977	223	7205
7424	130	7559
7330	125	7457
7240	130	7377
7207	198	7411
7186	289	7479
7274	222	7519
7169	285	7459
7624	179	7809
7668	138	7807
6616	672	7698
7540	126	7667
7344	276	7623
7342	243	7591
7663	66	7732
7396	252	7650
7110	244	7610
7118	133	7491
7089	135	7465
7189	133	7325
7606	74	7682
7347	280	7627
7409	171	7584
7111	665	7782
7429	258	7690
7685	180	7878
7129	629	7764
7072	188	7598
7487	246	7914
7718	127	7867
7532	220	7757
7122	650	7777
7468	187	7659
6875	173	7056
6834	65	6903
6842	173	7020
6863	159	7028
6230	270	6608
6349	135	6492
6157	151	6314
5938	252	6204
5247	138	5522
5230	51	5281
5155	83	5240
5095	125	5220
3221	1731	4956
4905	79	4986
2725	2282	5007
412	4552	4968
235	4315	4877
6772	141	6926
4916	1192	6161
6921	108	7032
7081	276	7360
7131	425	7561
7461	108	7575
7345	305	7652
7538	176	7719
7238	245	7488
5266	1887	7237
7036	151	7188
5167	1939	7111
6413	534	6949
6717	144	6862
6398	360	6761
6500	191	6695
6372	137	6511
5797	137	5940
5166	314	5480
2495	2992	5491
2775	4931	7707
7787	218	8007
7998	291	8296
8526	94	8633
8360	91	8464
8305	95	8430
8139	336	8486
8518	200	8722
8525	174	8705
9673	534	10209
428	10068	10502
10506	228	10765
11199	273	11476
11866	310	12194
11795	287	12084
12154	278	12436
12552	281	12839
10807	2185	13010
12171	581	12755
12461	131	12601
12074	631	12836
12154	603	12785
12460	128	12607
12183	434	12617
12203	284	12491
10143	237	10389
8782	238	9026
8589	146	8736
6521	54	6577
1150	4710	5865
6332	683	7024
7446	400	7851
7615	458	8088
8054	164	8219
7136	1122	8393
9031	143	9176
8940	334	9279
5289	3981	9278
9317	261	9584
9053	579	9637
10339	606	10948
7915	2577	10497
8486	1409	9900
8951	544	9604
8305	233	8557
8074	245	8321
7856	400	8261
5837	121	5963
4728	1079	5814
4548	630	5228
4477	87	4566
3274	266	3543
3077	334	3413
117	7563	7686
8362	242	8606
10003	1507	11518
11077	268	11360
10740	438	11426
11249	249	11513
11216	292	11512
11158	367	11537
10900	254	11159
11648	460	12135
196	11689	11890
11005	289	11301
10933	299	11389
10101	784	10891
9713	357	10077
9719	116	9858
7065	408	7487
6315	89	6404
6600	152	6756
6842	463	7308
6162	571	6739
6565	90	6656
4603	220	4880
6315	111	6427
6774	432	7212
7301	109	7419
7536	144	7685
7361	100	7477
2651	4351	7006
5793	90	5901
5332	53	5385
5315	352	5673
5913	348	6263
5547	119	5668
5900	148	6054
5489	619	6110
5794	103	5899
4569	1284	5855
5584	129	5716
5697	108	5807
5478	154	5680
2519	1884	4411
4869	236	5110
4617	524	5399
6504	528	7042
6999	268	7278
6040	1335	7378
7058	103	7249
5707	1517	7229
7138	83	7222
6229	838	7070
6791	61	6859
6053	193	6252
6116	59	6177
4771	1232	6092
5553	495	6078
5447	329	5783
5402	63	5469
5292	86	5379
4834	83	5096
2462	2462	5068
4779	87	4956
4918	52	4974
4960	93	5057
5012	115	5127
4666	92	4762
6456	170	6628
6402	366	6998
6740	223	7066
6728	223	7056
6808	183	7067
6720	370	7096
6448	769	7219
6816	341	7166
6720	306	7032
5828	1168	7000
6814	96	6926
6553	249	6807
6453	323	6776
4866	1654	6523
6050	255	6320
6209	136	6363
4388	2017	6420
6167	87	6255
5800	270	6074
4188	1669	5860
5416	89	5509
4629	168	4803
4456	118	4587
4387	167	4557
4347	32	4382
4164	54	4293
5192	171	5380
7203	191	7398
8925	219	9145
9194	248	9570
10844	134	10979
10295	855	11161
10751	354	11109
10840	190	11044
10757	193	10956
10884	191	11082
10715	305	11021
10510	422	10936
9355	122	9487
5020	3874	9154
8871	221	9114
5372	353	5726
5460	54	5515
4672	106	4779
3977	818	4801
4902	422	5327
4093	1310	5404
4629	868	5502
4327	1190	5528
5507	56	5566
5090	169	5340
4559	42	4602
4917	60	4981
4437	470	4907
4737	133	4878
4713	105	4820
4704	106	4810
4386	336	4724
4361	116	4564
4343	95	4526
4383	72	4485
4386	36	4424
4036	88	4125
3776	64	3841
6829	310	7140
5632	2232	7868
7399	648	8052
6147	2077	8237
2667	6074	8743
7380	1538	8923
8090	601	8698
8133	785	8919
5196	3678	8875
7347	306	7661
4171	3181	7357
5568	1569	7137
5258	200	5469
5390	256	5653
5619	100	5720
5657	73	5730
5685	92	5779
5985	124	6132
8662	130	8798
8620	182	8806
8797	176	8979
8317	169	8492
8246	220	8467
6880	178	7334
6979	91	7072
6725	318	7050
6952	119	7075
6784	243	7029
5977	123	6100
5645	116	5762
2348	2821	5746
5256	351	5611
4717	474	5192
5187	248	5437
2588	3075	5664
5923	103	6029
2385	3952	6343
6281	64	6356
6149	109	6261
6090	84	6174
5717	273	5993
5696	57	5756
5550	125	5677
5252	185	5441
4827	109	4937
4081	1058	5142
4095	1061	5166
4889	320	5211
5243	37	5285
3884	990	5260
5223	70	5303
5081	294	5379
5085	196	5387
4271	982	5370
6696	70	6828
6828	183	7013
6889	152	7041
7206	177	7383
6690	658	7354
6719	711	7433
6753	683	7439
6169	1289	7458
6979	310	7291
7152	197	7350
6900	331	7236
3247	3958	7206
6167	698	7128
6993	102	7095
6581	247	6830
1898	4784	6718
6412	227	6645
4737	1578	6315
5646	166	5814
5827	86	5915
5802	149	5961
5716	137	5858
5451	95	5550
3504	290	3799
3696	178	3892
3840	124	3967
4298	46	4345
4868	89	4957
5174	87	5264
5280	50	5369
2760	2776	5577
5498	256	5757
5560	223	5899
5879	51	5933
5634	297	5932
5192	637	5832
5783	150	5936
5758	140	5900
5625	213	5842
5367	332	5702
3589	2008	5725
3903	1617	5524
5037	181	5394
3703	1435	5139
4901	118	5028
4413	70	4531
4448	2522	6974
6750	357	7109
7069	215	7289
7251	128	7381
6847	659	7509
7273	496	7769
7055	630	7686
5596	2153	7751
6986	595	7726
3690	3884	7576
6177	1297	7477
946	6502	7455
7176	52	7279
7204	51	7261
7086	168	7264
5491	1502	6994
5167	1665	6835
4818	1234	6054
5415	1375	6796
5625	1361	6988
5638	930	6992
5873	1364	7245
5874	1425	7305
7642	83	7730
5259	237	5501
2765	4070	6969
6888	86	7057
6991	73	7128
6865	99	7107
6874	84	7155
6895	140	7218
6942	176	7527
7391	82	7660
7401	155	7806
7724	132	7917
7598	120	7919
7662	325	8027
7818	199	8032
7901	123	8035
7163	778	8024
7810	91	7915
7747	129	7964
7530	125	7726
7199	154	7361
4450	416	4867
4712	123	4905
4674	346	5022
5360	54	5416
5231	152	5386
5183	216	5407
5118	151	5382
5125	52	5183
4783	248	5032
5769	319	6089
6586	103	6696
7580	142	7724
5523	2819	8358
8560	266	8836
8438	393	8837
8354	758	9322
8195	1421	9628
8825	818	9651
9472	253	9728
9397	278	9943
8066	1707	9773
9525	239	9767
7970	1766	9737
8751	820	9578
3311	5455	9417
8345	999	9346
6297	2741	9221
3472	5730	9205
8852	220	9080
8518	493	9014
8726	209	8940
6889	1554	8446
4185	3775	7970
6293	623	6921
3070	545	3616
3735	81	3819
3779	51	3832
3529	293	3824
3680	112	3792
2820	831	3652
3588	82	3671
5405	78	5544
1354	4160	5516
4082	1385	5518
5522	53	5577
5299	298	5598
5452	133	5586
5449	111	5564
5203	152	5359
4323	163	4577
4536	209	4747
3521	1304	4831
4692	200	4897
4809	121	4932
4613	374	4992
4813	203	5020
4231	799	5030
5054	128	5185
5543	191	5742
3879	1841	5724
3513	2439	5954
255	5706	5973
5697	304	6004
5824	186	6014
6001	137	6146
449	8235	8689
8631	430	9068
7546	275	8002
6820	69	6906
1784	4367	6152
5459	365	5849
6663	147	6816
6930	109	7042
6500	64	6570
4616	1321	5943
3973	422	4397
4002	110	4116
7141	187	7329
6857	103	6968
6070	757	6827
6316	177	6497
5980	801	6782
6473	340	6816
6481	340	6823
6704	146	6853
4482	343	4826
4938	183	5126
4991	284	5276
5412	278	5699
6593	929	7638
7133	584	7832
7064	417	7992
7664	876	8562
8586	269	8861
9052	107	9168
8060	1377	9439
8820	544	9487
9211	264	9601
9493	116	9614
8400	1835	10237
7410	3047	10947
10350	1323	11692
6127	5604	11736
11224	693	11922
10772	518	11701
11474	394	11876
9969	2103	12080
11959	584	12544
12140	376	12522
1352	10783	12148
10480	447	10931
8543	583	9139
7986	328	8315
7624	342	7968
7464	474	7942
2780	5070	7853
7395	183	7584
3529	3036	6758
6253	202	6463
5370	1091	6461
4929	175	5107
3859	232	4095
5124	73	5199
5264	111	5381
5174	216	5390
5126	275	5402
5177	242	5421
4922	404	5328
5157	102	5274
5063	188	5253
4019	228	4249
4185	160	4346
4286	121	4407
4287	98	4388
4151	258	4414
4450	70	4529
4112	352	4512
4150	356	4506
4131	372	4504
4326	104	4436
4305	117	4422
4108	164	4273
4175	69	4248
4075	78	4155
7110	328	7439
4069	81	4152
4190	285	4476
4617	56	4675
4747	423	5172
4113	1004	5117
1170	3777	4950
1191	3795	4990
4501	670	5229
5221	48	5272
5351	76	5430
5462	80	5543
5710	58	5769
6039	96	6140
5709	440	6150
4972	766	5738
4949	418	5590
4966	420	5612
5346	229	5579
5177	334	5513
7307	135	7446
7384	153	7538
6741	848	7654
6755	1193	7951
7709	248	7961
5903	691	6596
1169	4871	6044
5250	688	5944
4859	1061	5932
3516	1892	5412
5464	277	5749
5680	332	6176
5527	97	5624
5391	130	5524
5065	132	5201
869	4471	5345
5267	255	5531
5378	147	5530
8065	152	8236
8558	110	8693
8244	412	8673
9079	84	9179
9931	167	10116
8504	109	8621
8254	212	8470
8026	216	8244
7851	178	8030
7568	165	7737
7311	98	7411
2153	4505	6660
5912	51	5964
5059	159	5263
6850	96	6947
6900	134	7053
7078	94	7178
7065	175	7245
5840	216	6060
6157	216	6376
6834	85	6919
7289	81	7371
7438	52	7537
7414	101	7516
7624	116	7746
4318	3417	7737
7713	130	7848
6887	910	7803
7878	107	8052
7214	746	8032
6956	1241	8266
4688	3391	8177
5877	2248	8196
5080	3223	8333
5181	3222	8407
8036	345	8424
8374	87	8466
7997	364	8362
8209	92	8423
7815	172	8241
5054	2784	7850
7634	213	7854
5056	2814	7878
7929	90	8037
7339	446	7802
5684	105	5795
5696	46	5756
5466	169	5653
4492	302	4799
4585	139	4805
4745	41	4788
7302	100	7412
7467	746	8541
7700	904	8610
7670	729	8458
7726	938	8669
7172	77	7249
3403	55	3459
3537	38	3585
3605	24	3638
3585	25	3612
5558	170	5730
4577	1308	5887
5778	124	5914
6191	113	6305
6381	268	6649
6449	369	6827
6694	147	6848
6187	676	6866
6548	142	6831
6253	276	6540
6214	186	6416
6229	125	6357
6206	108	6314
5889	345	6235
5872	351	6227
6053	106	6161
4813	182	4995
4964	189	5155
5080	86	5169
4695	407	5109
1720	3612	5334
5227	267	5546
5500	71	5574
5329	261	5596
4410	804	5553
4209	1390	5605
5104	609	5714
5601	109	5712
5597	67	5667
4571	1030	5648
4002	1117	5121
4647	128	4777
5246	19	5272
6042	173	6218
6346	87	6454
6414	183	6617
7117	133	7253
7646	56	7704
7772	41	7829
7865	64	8047
6642	732	8341
8632	193	8869
9128	76	9205
8949	147	9104
7686	317	8278
7153	207	7606
6749	173	7357
6015	183	6227
5674	185	6037
5323	172	5520
5238	242	5508
5232	172	5429
5047	189	5263
4683	83	4773
3631	749	4382
4092	126	4296
3053	1135	4191
4152	57	4213
3999	270	4272
4227	114	4342
3415	942	4357
3425	941	4368
4276	199	4498
4391	33	4430
4318	76	4396
3843	1567	5415
3571	2125	5697
5221	515	5737
6725	387	7115
5957	1220	7179
5184	2180	7369
7545	111	7661
5987	614	6704
5820	662	6490
3051	34	3089
2910	276	3187
3239	82	3322
3291	61	3355
3220	55	3277
3309	191	3656
3318	179	3647
3520	190	3713
3720	70	3790
3586	201	3788
3757	57	3818
3737	84	3876
3711	149	3860
3733	123	3857
3821	59	3884
3775	162	3938
3733	159	3898
3870	31	3902
3769	77	3919
3556	362	3918
3842	34	3877
3605	288	3895
3786	83	3871
1644	2188	3833
3850	55	3906
3386	182	3896
3772	116	3888
3536	71	3631
3246	172	3419
3312	31	3344
7739	72	7820
8332	124	8463
8151	177	8339
7965	364	8330
7253	479	7737
3476	65	3541
3288	215	3505
5990	825	6815
7025	198	7230
7064	116	7309
7538	162	7700
7369	335	7707
7911	1096	9013
9591	207	9802
9878	129	10011
9850	229	10081
9752	434	10348
9126	1093	10222
9419	630	10452
9786	249	10205
10126	150	10279
5392	4863	10331
9645	208	9857
9567	249	9822
9370	219	9802
8900	162	9076
6163	2810	8981
7580	1152	8735
8481	168	8651
8105	159	8344
5873	2258	8140
7294	658	7960
5263	1825	7091
6802	196	7002
6766	45	6816
6271	134	6407
6268	62	6332
6057	130	6190
4975	115	5097
4934	103	5039
4521	569	5127
5388	81	5473
5209	232	5444
5537	97	5639
4829	693	5634
5555	170	5725
5575	107	5682
4915	806	5722
4892	248	5322
100	5166	5358
5080	314	5424
6791	92	6935
7420	319	7742
8597	942	9796
6005	3966	9981
8525	1916	10449
8689	1227	9924
9516	235	9754
5952	3177	9471
6914	2379	9299
8756	226	8988
7390	550	7947
5963	913	6924
6157	96	6254
5679	342	6030
5843	64	5915
5630	140	5773
5378	333	5711
5136	121	5261
3107	1967	5075
4404	332	4740
2489	1926	4417
7282	69	7365
7960	140	8103
7965	164	8216
8294	136	8434
6962	128	7093
5941	77	6031
5119	243	5368
6099	127	6226
6283	351	6636
6869	177	7049
7665	526	8206
9200	232	9436
9532	217	9752
9078	497	9577
8908	304	9212
6635	2372	9010
8192	712	8906
5288	3034	8762
8269	441	8710
7871	71	7945
7352	430	7785
4511	3217	7738
4924	2762	7686
6575	218	6802
5016	650	5670
3984	1781	5773
2626	3348	5976
6305	307	6617
6174	649	6830
4723	628	5352
4817	610	5432
5536	36	5584
6290	48	6342
5007	1116	6124
4826	1181	6009
5927	134	6067
4502	1439	5945
6569	104	6676
6865	44	6912
7207	50	7263
7674	154	7847
7816	128	7945
7776	129	7907
7678	392	8085
7807	280	8090
3927	4165	8095
7995	126	8238
8006	130	8258
7672	637	8311
8061	233	8296
8469	159	8637
8255	232	8488
8149	195	8562
6295	2208	8512
6081	2239	8321
8021	299	8333
7024	932	8030
7647	61	7711
7105	259	7367
6863	492	7370
7121	247	7380
4323	32	4378
4819	52	4875
4886	128	5056
5026	58	5123
5082	110	5232
5086	277	5483
5272	91	5588
5491	233	5725
5468	310	5783
5491	321	5817
5774	75	5850
5721	69	5843
5478	305	5933
1255	4876	6132
5657	655	6328
6269	88	6369
6361	59	6466
6374	184	6562
6675	219	6904
6801	128	6935
6384	389	6838
6447	343	6850
6478	496	7034
